,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,Caters,RestaurantsGoodForGroups,DogsAllowed,CoatCheck,AcceptsInsurance,BusinessParking,GoodForDancing,DriveThru,RestaurantsAttire,Music,HasTV,WheelchairAccessible,BusinessAcceptsCreditCards,AgesAllowed,ByAppointmentOnly,HappyHour,RestaurantsTakeOut,GoodForKids,BYOBCorkage,NoiseLevel,GoodForMeal,BikeParking,Corkage,RestaurantsDelivery,RestaurantsPriceRange2,RestaurantsReservations,Ambience,BestNights,RestaurantsCounterService,WiFi,RestaurantsTableService,BusinessAcceptsBitcoin,OutdoorSeating,Smoking,BYOB,Alcohol,Restaurants,Food,Nightlife,Bars,Sandwiches,American (Traditional),Fast Food,Coffee & Tea,Breakfast & Brunch,Pizza,Burgers,American (New),Specialty Food,Seafood,Shopping,Mexican,Chicken Wings,Grocery,Italian,Salad
792,hA_21KNZ-qpA23hN4_txqQ,Tates Pizza,3342 S W Shore Blvd,Tampa,FL,33629,27.9135743,-82.5264264,3.0,97,1,"{'WiFi': ""u'free'"", 'HasTV': 'True', 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'full_bar'"", 'CoatCheck': 'False', 'RestaurantsTableService': 'True', 'BusinessAcceptsBitcoin': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'DogsAllowed': 'True', 'HappyHour': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'GoodForDancing': 'False', 'Corkage': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': None, 'casual': True}"", 'WheelchairAccessible': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'Smoking': ""u'outdoor'"", 'BYOB': 'True'}","Sports Bars, Lounges, Nightlife, Pizza, Italian, Beer, Wine & Spirits, Bars, Food, Cocktail Bars, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '12:0-18:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '12:0-21:0'}",True,True,True,False,,,False,,u'casual',,True,True,True,,,True,True,True,,u'average',,True,True,True,2.0,True,,,,u'free',True,False,True,u'outdoor',True,u'full_bar',1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
793,fOStJUhq7V-qE8RL6xepDw,Parkside Cafe,8180 49th St N,Pinellas Park,FL,33781,27.84619,-82.70033,4.0,120,1,"{'Alcohol': ""'full_bar'"", 'RestaurantsPriceRange2': '1', 'WiFi': ""u'free'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""'average'"", 'Caters': 'False', 'RestaurantsReservations': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': None, 'brunch': True, 'breakfast': True}"", 'HappyHour': 'True', 'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'RestaurantsTableService': 'True', 'WheelchairAccessible': 'True', 'HasTV': 'False', 'RestaurantsDelivery': 'True'}","Breakfast & Brunch, Desserts, Seafood, Restaurants, American (Traditional), American (New), Food","{'Monday': '0:0-0:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-20:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-14:0'}",False,True,,,,,,,u'casual',,False,True,True,,False,True,True,True,,'average',,True,,True,1.0,True,,,,u'free',True,,False,,,'full_bar',1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
794,7Us4mR7VvyuOmDBIwQj6RQ,A B C Pizza House,114 N Alexander St,Plant City,FL,33563,28.01447,-82.1375755,3.5,29,1,"{'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'False', 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'False', 'WiFi': ""'no'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'True'}","Restaurants, Pizza",,,True,,,,,,,'casual',,True,,True,,,,True,True,,u'average',,True,,False,1.0,True,,,,'no',,,False,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,cNH8949aoGjotaR1LvbGPw,Red Robin Gourmet Burgers and Brews,450 Brandon Town Center Mall,Brandon,FL,33511,27.9323110069,-82.3260788749,3.0,208,1,"{'Alcohol': ""'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'no'"", 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'HappyHour': 'True', 'HasTV': 'True', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'DriveThru': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': False, u'lot': False, u'validated': False}"", 'NoiseLevel': ""'average'"", 'BikeParking': 'True', 'RestaurantsTableService': 'True', 'DogsAllowed': 'False', 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}""}","American (Traditional), Comfort Food, Desserts, Food, Restaurants, Salad, Burgers","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}",False,True,False,,,,,False,u'casual',,True,,True,,,True,True,True,,'average',,True,,True,2.0,False,,,,'no',True,,True,,,'full_bar',1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
796,x-64ogehwhEXOfo_NEE5mw,Crepes Your Way,2223 N West Shore Blvd,Tampa,FL,33607,27.9646718,-82.5206425,4.5,8,1,"{'RestaurantsDelivery': 'None', 'RestaurantsTakeOut': 'None'}","Food, Restaurants, Cafes, Creperies, Coffee & Tea, Desserts, Fast Food",,,,,,,,,,,,,,,,,,None,,,,,,,None,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
797,P28VWwGG0IzYD3mA-Lg06A,Madison Restaurant,5934 Trouble Creek Rd,New Port Richey,FL,34652,28.2240196,-82.7159566,3.5,55,1,"{'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'False', 'DogsAllowed': 'False', 'OutdoorSeating': 'True', 'BusinessAcceptsBitcoin': 'False', 'HasTV': 'False', 'RestaurantsReservations': 'True', 'BikeParking': 'False', 'Alcohol': ""u'beer_and_wine'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': True, 'dinner': None, 'brunch': None, 'breakfast': True}"", 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'True', 'RestaurantsPriceRange2': '1', 'Caters': 'True', 'WiFi': ""u'free'""}","Restaurants, Food, Breakfast & Brunch","{'Monday': '7:0-14:0', 'Tuesday': '7:0-14:0', 'Wednesday': '7:0-14:0', 'Thursday': '7:0-14:0', 'Friday': '7:0-14:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-14:0'}",True,True,False,,,,,,u'casual',,False,True,True,,,,True,True,,u'average',,False,,False,1.0,True,,,,u'free',True,False,True,,,u'beer_and_wine',1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798,ijnHrV9zqytI_XGe1K4sPA,Popeyes Louisiana Kitchen,3763 Sun City Center Blvd,Sun City Center,FL,33573,27.7115929147,-82.3753256841,1.5,45,1,"{'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'True'}","American (Traditional), Fast Food, Restaurants, Chicken Wings","{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-23:0', 'Saturday': '10:30-23:0', 'Sunday': '10:30-22:0'}",True,True,,,,,,,'casual',,False,,True,,,,True,True,,,,,,True,1.0,False,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
799,RQotDbOxEef_GObCs3982A,Wendy's,25600 Sierra Center Blvd,Lutz,FL,33559,28.1943421,-82.3931741,1.0,17,1,{'RestaurantsDelivery': 'True'},"Burgers, Fast Food, Restaurants","{'Monday': '9:0-1:0', 'Tuesday': '9:0-1:0', 'Wednesday': '9:0-1:0', 'Thursday': '9:0-1:0', 'Friday': '9:0-1:0', 'Saturday': '9:0-1:0', 'Sunday': '9:0-1:0'}",,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,jXD9rVemQyEHLv0IWGf10w,Vintage Wine Cellars,3629 Henderson Blvd,Tampa,FL,33609,27.936776899999998,-82.50291730000001,4.5,17,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'False', 'Caters': 'False', 'RestaurantsTakeOut': 'False', 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'True'}","Beer, Wine & Spirits, Food, Wineries, Wine Tasting Room, Nightlife, Bars, Education, Arts & Entertainment, Wine Tasting Classes, Tasting Classes, Wine Bars","{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-19:0'}",False,,,,,,,,,,,True,True,,,,False,,,,,False,,True,2.0,,,,,,,,,,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
801,G7353dWcPSSbbGAAkPt9Tg,Crab Shack,5430 Baylea Ave,Port Richey,FL,34668,28.2695086,-82.7243244,3.0,69,1,"{'OutdoorSeating': 'True', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""'free'"", 'GoodForKids': 'True', 'NoiseLevel': ""'average'"", 'RestaurantsDelivery': 'False', 'HasTV': 'True', 'Alcohol': ""'full_bar'"", 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}""}","Restaurants, Seafood, American (Traditional), Salad, Burgers","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '11:0-21:0'}",False,True,,,,,,,u'casual',,True,,True,,,,True,True,,'average',,True,,False,2.0,False,,,,'free',,,True,,,'full_bar',1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
802,vdv_HaU7ZIID12KB9mG9Vw,Vale Food Co,501 N Franklin St,Tampa,FL,33602,27.9486611,-82.4581385,3.5,118,1,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'Alcohol': ""u'none'"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'WiFi': ""u'free'"", 'Caters': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'DogsAllowed': 'True', 'HappyHour': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'False', 'RestaurantsDelivery': 'True', 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'NoiseLevel': ""u'average'"", 'HasTV': 'True'}","Acai Bowls, Food Delivery Services, Salad, Poke, Juice Bars & Smoothies, American (Traditional), Food, American (New), Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0'}",True,,True,,,,,,,,True,True,True,,False,False,True,True,,u'average',,True,,True,2.0,False,,,,u'free',False,False,True,,,u'none',1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
803,RKtaYk92YbOs7pZo1o3GQA,Island Jerk Shack,1202 W Dr Martin Luther King Jr Blvd,Seffner,FL,33584,27.9812086,-82.2929387,4.5,32,1,"{'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'Caters': 'True', 'Corkage': 'False', 'BikeParking': 'True', 'BYOB': 'False', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTableService': 'False', 'Alcohol': ""u'none'"", 'OutdoorSeating': 'True', 'Ambience': ""{u'divey': None, u'hipster': None, u'casual': None, u'touristy': None, u'trendy': None, u'intimate': False, u'romantic': None, u'classy': None, u'upscale': None}"", 'HasTV': 'True'}","Restaurants, Caribbean","{'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:30-20:0', 'Saturday': '11:30-20:0'}",True,True,,,,,,,u'casual',,True,,True,,,,True,True,,u'average',,True,False,False,2.0,False,,,,,False,,True,,False,u'none',1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
804,QboMIy08NLnBbLXEsmnDHg,Izakaya Tori,"310 S Dale Mabry Hwy, Ste 160",Tampa,FL,33609,27.9417952,-82.5052643,4.5,184,1,"{'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'True', 'WiFi': ""u'free'"", 'BYOB': 'False', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HappyHour': 'True', 'RestaurantsTableService': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'Ambience': ""{u'divey': None, u'hipster': None, u'casual': True, u'touristy': False, u'trendy': True, u'intimate': True, u'romantic': None, u'classy': None, u'upscale': False}"", 'RestaurantsAttire': ""u'casual'"", 'DogsAllowed': 'False', 'HasTV': 'False', 'BikeParking': 'False', 'GoodForMeal': ""{u'breakfast': None, u'brunch': None, u'lunch': None, u'dinner': True, u'latenight': None, u'dessert': None}"", 'RestaurantsGoodForGroups': 'True'}","Japanese Curry, Japanese, Ramen, Restaurants, Sushi Bars, Tapas/Small Plates","{'Monday': '0:0-0:0', 'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-22:0', 'Saturday': '16:0-22:0'}",,True,False,,,,,,u'casual',,False,True,True,,,True,True,,,,,False,,True,2.0,True,,,,u'free',True,,False,,False,u'full_bar',1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805,jwRlmoAC0ItrVN5E7hOqzg,Chipotle Mexican Grill,1418 66th St N,Saint Petersburg,FL,33710,27.7856821,-82.728935,2.5,65,1,"{'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'True', 'Alcohol': ""'beer_and_wine'"", 'BikeParking': 'True', 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'WiFi': ""'no'"", 'BusinessAcceptsCreditCards': 'True'}","Mexican, Fast Food, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '10:45-22:0', 'Wednesday': '10:45-22:0', 'Thursday': '10:45-22:0', 'Friday': '10:45-22:0', 'Saturday': '10:45-22:0', 'Sunday': '10:45-22:0'}",True,True,,,,,,,'casual',,True,,True,,,,True,True,,u'average',,True,,True,1.0,False,,,,'no',,,True,,,'beer_and_wine',1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
806,JaBxw6oXYaizlh5Y_DoKkg,Dunkin',2409 US Hwy 19,Holiday,FL,34691,28.1939528,-82.7405933,2.0,18,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'DriveThru': 'None', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'True'}","Coffee & Tea, Donuts, Food","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",,,,,,,,None,,,,,True,,,,True,,,,,True,,True,1.0,,,,,u'free',,,True,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807,ZbvSN-_WutRkxhO_abGR2g,The Black Pearl,315 Main St,Dunedin,FL,34698,28.0118776,-82.7894356,4.5,328,1,"{'NoiseLevel': ""u'quiet'"", 'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsAttire': ""u'dressy'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'Caters': 'True', 'RestaurantsGoodForGroups': 'False', 'WiFi': ""u'free'"", 'Ambience': ""{'romantic': True, 'intimate': True, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'GoodForKids': 'False', 'HasTV': 'False', 'OutdoorSeating': 'None', 'HappyHour': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{u'breakfast': False, u'brunch': False, u'lunch': False, u'dinner': True, u'latenight': False, u'dessert': None}"", 'RestaurantsPriceRange2': '4', 'RestaurantsTableService': 'True'}","American (New), Restaurants, French","{'Monday': '17:0-21:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-23:0', 'Saturday': '17:0-23:0', 'Sunday': '17:0-21:0'}",True,False,,,,,,,u'dressy',,False,,True,,,False,True,False,,u'quiet',,False,,True,4.0,True,,,,u'free',True,,None,,,u'beer_and_wine',1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
808,4FjJEFN8CK6eoLMmt7t9EQ,Walgreens,900 49th St N,St Petersburg,FL,33710,27.7815347,-82.7004047,3.5,8,1,"{'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'DriveThru': 'True', 'RestaurantsTakeOut': 'True'}","Convenience Stores, Photography Stores & Services, Food, Drugstores, Cosmetics & Beauty Supply, Beauty & Spas, Shopping","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",,,,,,,,True,,,,,True,,False,,True,,,,,True,,True,2.0,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
809,RWnrlVDBTWRUaNXwwcoCLQ,Dunkin',9020 Progress Blvd,Riverview,FL,33578,27.8995816,-82.3559753,1.5,13,1,"{'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'None', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'free'"", 'BikeParking': 'False', 'DriveThru': 'None'}","Coffee & Tea, Food, Breakfast & Brunch, Donuts, Restaurants","{'Monday': '5:0-22:0', 'Tuesday': '5:0-22:0', 'Wednesday': '5:0-22:0', 'Thursday': '5:0-22:0', 'Friday': '5:0-22:0', 'Saturday': '5:0-22:0', 'Sunday': '5:0-22:0'}",,,,,,,,None,,,,,True,,,,True,,,,,False,,None,1.0,,,,,u'free',,,False,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810,IDU-TR01EtRLCMvI_CcOyQ,First Watch,2539 Countryside Blvd,Clearwater,FL,33761,28.01398,-82.73348,4.0,165,1,"{'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""'none'"", 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'HasTV': 'True', 'WiFi': ""'free'"", 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}"", 'RestaurantsTableService': 'True', 'ByAppointmentOnly': 'False', 'RestaurantsReservations': 'None', 'NoiseLevel': ""u'loud'"", 'DogsAllowed': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'False', 'OutdoorSeating': 'True'}","Cafes, Breakfast & Brunch, Restaurants, American (Traditional), American (New)","{'Monday': '0:0-0:0', 'Tuesday': '7:0-14:30', 'Wednesday': '7:0-14:30', 'Thursday': '7:0-14:30', 'Friday': '7:0-14:30', 'Saturday': '7:0-14:30', 'Sunday': '7:0-14:30'}",False,True,False,,,,,,'casual',,True,,True,,False,,False,True,,u'loud',,True,,False,2.0,None,,,,'free',True,,True,,,'none',1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
